Producto;Tiendas;Categoría;Precio;Envío;Año;Fecha;Vendedor;Lugar de Compra;Calificación;Método de pago;Cantidad de cuotas;lat;lon
Bloques de construcción;3;Juguetes;366000;23000;2021;14-10-2021;Camila Rivera;Cali;3;Nequi;1;343722;-765225
Juego de mesa;3;Juguetes;1536000;140000;2022;05-01-2022;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Kit de bancas;3;Muebles;2443000;132000;2021;06-08-2021;Maria Alfonso;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Mesa de centro;3;Muebles;1791000;99000;2021;01-07-2021;Ángel Rodriguez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Mochila;3;Deportes y diversión;953000;33000;2021;15-01-2021;Juliana Costa;Cali;5;Cupón;1;343722;-765225
Impresora;3;Electrónicos;3422000;184000;2020;24-03-2020;Ángel Rodriguez;Cali;5;Nequi;1;343722;-765225
Secadora de ropa;3;Electrodomésticos;13092000;704000;2020;29-05-2020;Blanca Ramirez;Bogotá;4;Tarjeta de débito;1;460971;-7408175
Celular ABXY;3;Electrónicos;11931000;659000;2022;15-09-2022;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Balón de baloncesto;3;Deportes y diversión;333000;20000;2022;07-11-2022;Pedro Gomez;Bogotá;5;Nequi;1;460971;-7408175
Microondas;3;Electrodomésticos;6320000;339000;2020;19-05-2020;Camila Rivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Balón de voleibol;3;Deportes y diversión;422000;69000;2021;18-07-2021;Santiago Silva;Cali;5;Tarjeta de crédito;1;343722;-765225
Silla de oficina;3;Muebles;4974000;312000;2021;09-10-2021;Beatriz Morales;Bogotá;4;Tarjeta de crédito;8;460971;-7408175
Silla de oficina;3;Muebles;3683000;198000;2022;24-11-2022;Juan Fernandez;Pereira;5;Nequi;1;481333;-7569611
Sofá reclinable;3;Muebles;6451000;377000;2021;18-05-2021;Maria Alfonso;Bogotá;4;Tarjeta de débito;1;460971;-7408175
Celular ABXY;3;Electrónicos;7590000;386000;2020;29-02-2020;Blanca Ramirez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Cama king;3;Muebles;6396000;343000;2020;11-10-2020;Juliana Costa;Medellín;3;Nequi;1;625184;-7556359
Cama king;3;Muebles;4374000;320000;2021;27-09-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Mesa de noche;3;Muebles;2418000;139000;2021;23-12-2021;Pedro Gomez;Bucaramanga;5;Tarjeta de crédito;3;712539;-731198
Estufa;3;Electrodomésticos;9229000;539000;2021;12-11-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Carrito de control remoto;3;Juguetes;592000;13000;2021;02-02-2021;Felipe Santos;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Olla de presión;3;Artículos para el hogar;542000;101000;2020;07-01-2020;Felipe Santos;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Dashboards con Power BI;3;Libros;289000;39000;2021;18-10-2021;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Balón de baloncesto;3;Deportes y diversión;612000;14000;2022;27-06-2022;Izabela de León;Cali;1;Tarjeta de crédito;5;343722;-765225
Cubertería;3;Artículos para el hogar;462000;0;2021;18-08-2021;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Secadora de ropa;3;Electrodomésticos;9408000;505000;2020;18-12-2020;Rafael Acosta;Pereira;1;Tarjeta de crédito;5;481333;-7569611
Kit de bancas;3;Muebles;2437000;112000;2022;05-01-2022;Ángel Rodriguez;Bucaramanga;5;Tarjeta de crédito;1;712539;-731198
Sillón;3;Muebles;1995000;108000;2022;03-02-2022;Ángel Rodriguez;Pereira;5;Tarjeta de crédito;8;481333;-7569611
Smart TV;3;Electrónicos;15182000;815000;2023;12-01-2023;Maria Alfonso;Pereira;4;Tarjeta de crédito;5;481333;-7569611
Lavadora de ropa;3;Electrodomésticos;12563000;651000;2022;05-11-2022;Felipe Santos;Pereira;4;Tarjeta de crédito;2;481333;-7569611
Armario;3;Muebles;5130000;275000;2020;26-08-2020;Blanca Ramirez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Olla de presión;3;Artículos para el hogar;539000;11000;2022;20-04-2022;Mariana Herrera;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Vaso térmico;3;Deportes y diversión;556000;32000;2020;24-02-2020;Mariana Herrera;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Dashboards con Power BI;3;Libros;334000;0;2020;06-03-2020;Rafael Acosta;Pereira;3;Tarjeta de crédito;10;481333;-7569611
Vaso térmico;3;Deportes y diversión;597000;56000;2023;20-03-2023;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Iniciando en programación;3;Libros;510000;86000;2022;08-01-2022;Juan Fernandez;Cali;5;Nequi;1;343722;-765225
Juego de mesa;3;Juguetes;1358000;54000;2021;29-12-2021;Santiago Silva;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Kit de bancas;3;Muebles;2725000;127000;2022;25-03-2022;Izabela de León;Bucaramanga;5;Tarjeta de crédito;4;712539;-731198
Ajedrez de madera;3;Juguetes;267000;19000;2022;10-04-2022;Blanca Ramirez;Medellín;1;Nequi;1;625184;-7556359
Balón de baloncesto;3;Deportes y diversión;442000;0;2020;29-04-2020;Beatriz Morales;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Guitarra eléctrica;3;Instrumentos musicales;9363000;480000;2022;26-09-2022;Santiago Silva;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Armario;3;Muebles;4579000;226000;2021;11-10-2021;Juan Fernandez;Pereira;1;Nequi;1;481333;-7569611
Bicicleta;3;Deportes y diversión;6678000;358000;2020;09-07-2020;Pedro Gomez;Bucaramanga;4;Tarjeta de crédito;2;712539;-731198
Bicicleta;3;Deportes y diversión;7498000;381000;2020;20-04-2020;Pedro Gomez;Medellín;4;Tarjeta de crédito;10;625184;-7556359
Set de ollas;3;Artículos para el hogar;1493000;83000;2023;08-02-2023;Juliana Costa;Bucaramanga;5;Tarjeta de crédito;1;712539;-731198
Impresora;3;Electrónicos;2702000;148000;2022;05-04-2022;Izabela de León;Bogotá;2;Tarjeta de crédito;3;460971;-7408175
Ciencia de datos con Python;3;Libros;595000;14000;2022;01-02-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Muñeca bebé;3;Juguetes;589000;88000;2020;07-03-2020;Maria Alfonso;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Balón de voleibol;3;Deportes y diversión;540000;53000;2021;27-08-2021;Mariana Herrera;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Modelado predictivo;3;Libros;503000;29000;2020;20-02-2020;Beatriz Morales;Pereira;5;Tarjeta de crédito;4;481333;-7569611
Mesa de comedor;3;Muebles;2333000;106000;2020;15-05-2020;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Dashboards con Power BI;3;Libros;384000;0;2022;05-08-2022;Beatriz Morales;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Cubertería;3;Artículos para el hogar;543000;11000;2023;16-02-2023;Felipe Santos;Medellín;4;Tarjeta de crédito;5;625184;-7556359
Vaso térmico;3;Deportes y diversión;253000;0;2022;22-11-2022;Felipe Santos;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Secadora de ropa;3;Electrodomésticos;11914000;681000;2021;28-03-2021;Beatriz Morales;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Mesa de noche;3;Muebles;2923000;138000;2021;03-06-2021;Beatriz Morales;Cartagena;1;Tarjeta de crédito;1;1039972;-7551444
Armario;3;Muebles;5230000;281000;2021;01-08-2021;Ángel Rodriguez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Pandereta;3;Instrumentos musicales;861000;28000;2021;22-06-2021;Juliana Costa;Cali;5;Tarjeta de crédito;3;343722;-765225
Iniciando en programación;3;Libros;616000;37000;2022;28-05-2022;Rafael Acosta;Bogotá;5;Nequi;1;460971;-7408175
Lavadora de ropa;3;Electrodomésticos;14565000;757000;2020;16-01-2020;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Silla de oficina;3;Muebles;2587000;120000;2020;17-05-2020;Ángel Rodriguez;Cúcuta;4;Nequi;1;789391;-7250782
Lavavajillas;3;Electrodomésticos;14647000;762000;2020;18-11-2020;Maria Alfonso;Cartagena;3;Tarjeta de crédito;8;1039972;-7551444
Dashboards con Power BI;3;Libros;352000;0;2021;01-07-2021;Beatriz Morales;Cali;5;Tarjeta de crédito;8;343722;-765225
Juego de mesa;3;Juguetes;1733000;74000;2021;01-09-2021;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Sillón;3;Muebles;2145000;119000;2021;24-02-2021;Rafael Acosta;Bogotá;4;Tarjeta de crédito;6;460971;-7408175
Set de vasos;3;Artículos para el hogar;408000;69000;2020;15-04-2020;Mariana Herrera;Barranquilla;5;Tarjeta de crédito;10;1096854;-7478132
Secadora de ropa;3;Electrodomésticos;9724000;522000;2021;19-11-2021;Rafael Acosta;Bogotá;4;Tarjeta de crédito;5;460971;-7408175
Smartwatch;3;Electrónicos;1284000;79000;2021;07-11-2021;Juliana Costa;Cartagena;5;Tarjeta de crédito;2;1039972;-7551444
Smart TV;3;Electrónicos;14437000;751000;2022;03-03-2022;Rafael Acosta;Cali;5;Nequi;1;343722;-765225
Mochila;3;Deportes y diversión;1120000;64000;2023;27-01-2023;Mariana Herrera;Pereira;1;Tarjeta de crédito;10;481333;-7569611
Cama king;3;Muebles;6656000;358000;2020;29-06-2020;Maria Alfonso;Cali;1;Tarjeta de crédito;5;343722;-765225
Microondas;3;Electrodomésticos;5553000;278000;2021;29-09-2021;Juan Fernandez;Cartagena;3;Tarjeta de crédito;7;1039972;-7551444
Sofá reclinable;3;Muebles;6121000;330000;2020;21-07-2020;Lucas Olivera;Barranquilla;4;Tarjeta de crédito;3;1096854;-7478132
Cama box;3;Muebles;6407000;343000;2021;03-01-2021;Camila Rivera;Barranquilla;5;Tarjeta de crédito;1;1096854;-7478132
Lavavajillas;3;Electrodomésticos;14958000;800000;2022;02-07-2022;Juan Fernandez;Medellín;5;Nequi;1;625184;-7556359
Auriculares con micrófono;3;Electrónicos;1762000;181000;2021;12-05-2021;Izabela de León;Medellín;1;Tarjeta de crédito;7;625184;-7556359
Guitarra acústica;3;Instrumentos musicales;4100000;200000;2022;23-05-2022;Ángel Rodriguez;Santa Marta;1;Nequi;1;1124079;-7419904
Cama box;3;Muebles;6241000;314000;2020;03-07-2020;Felipe Santos;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Set de vasos;3;Artículos para el hogar;375000;0;2020;24-06-2020;Lucas Olivera;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Armario;3;Muebles;4948000;311000;2020;14-09-2020;Mariana Herrera;Bucaramanga;5;Tarjeta de crédito;6;712539;-731198
Guitarra acústica;3;Instrumentos musicales;2555000;140000;2022;25-02-2022;Camila Rivera;Santa Marta;3;Tarjeta de crédito;10;1124079;-7419904
Modelado predictivo;3;Libros;528000;10000;2020;16-01-2020;Juan Fernandez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Modelado predictivo;3;Libros;595000;14000;2020;02-10-2020;Santiago Silva;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Celular ABXY;3;Electrónicos;8579000;462000;2021;29-03-2021;Juliana Costa;Bogotá;1;Tarjeta de crédito;4;460971;-7408175
Celular ABXY;3;Electrónicos;9025000;462000;2021;16-11-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Iphone 15;3;Electrónicos;22544000;1207000;2021;16-11-2021;Camila Rivera;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Pandereta;3;Instrumentos musicales;703000;40000;2020;28-05-2020;Juan Fernandez;Cúcuta;1;Nequi;1;789391;-7250782
Vaso térmico;3;Deportes y diversión;471000;27000;2023;20-01-2023;Rafael Acosta;Medellín;5;Tarjeta de crédito;7;625184;-7556359
Lavavajillas;3;Electrodomésticos;10990000;592000;2020;04-02-2020;Santiago Silva;Bogotá;2;Tarjeta de crédito;1;460971;-7408175
Set de ollas;3;Artículos para el hogar;792000;24000;2021;02-06-2021;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Asistente virtual;3;Electrónicos;2478000;134000;2021;12-10-2021;Maria Alfonso;Pereira;3;Tarjeta de crédito;6;481333;-7569611
Refrigerador;3;Electrodomésticos;16239000;871000;2023;15-03-2023;Camila Rivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Dashboards con Power BI;3;Libros;305000;0;2020;16-12-2020;Camila Rivera;Bogotá;5;Nequi;1;460971;-7408175
Estufa;3;Electrodomésticos;7888000;402000;2021;05-10-2021;Juan Fernandez;Santa Marta;5;Tarjeta de débito;1;1124079;-7419904
Pandereta;3;Instrumentos musicales;336000;0;2022;07-09-2022;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Modelado predictivo;3;Libros;610000;14000;2022;27-10-2022;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Tablet ABXY;3;Electrónicos;15114000;815000;2022;10-07-2022;Maria Alfonso;Cartagena;5;Tarjeta de crédito;2;1039972;-7551444
Cama king;3;Muebles;8198000;443000;2023;23-01-2023;Camila Rivera;Cali;5;Tarjeta de crédito;10;343722;-765225
Mesa de comedor;3;Muebles;1818000;79000;2022;18-06-2022;Beatriz Morales;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Ciencia de datos con Python;3;Libros;671000;40000;2022;11-09-2022;Izabela de León;Santa Marta;5;Tarjeta de crédito;2;1124079;-7419904
Sofá reclinable;3;Muebles;6037000;303000;2022;18-04-2022;Maria Alfonso;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Auriculares;3;Electrónicos;862000;50000;2023;13-02-2023;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Asistente virtual;3;Electrónicos;1609000;68000;2023;01-02-2023;Izabela de León;Barranquilla;5;Tarjeta de crédito;10;1096854;-7478132
Kit de bancas;3;Muebles;3094000;147000;2023;16-03-2023;Juliana Costa;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
Cama king;3;Muebles;9151000;492000;2020;14-02-2020;Maria Alfonso;Bogotá;4;Nequi;1;460971;-7408175
Set de vasos;3;Artículos para el hogar;340000;0;2022;29-12-2022;Juan Fernandez;Bogotá;1;Tarjeta de crédito;8;460971;-7408175
Juego de mesa;3;Juguetes;1837000;80000;2022;11-08-2022;Ángel Rodriguez;Medellín;5;Nequi;1;625184;-7556359
Batería;3;Instrumentos musicales;4241000;208000;2021;22-07-2021;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Bloques de construcción;3;Juguetes;331000;20000;2022;01-07-2022;Juan Fernandez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Kit de bancas;3;Muebles;2782000;130000;2022;02-03-2022;Beatriz Morales;Cúcuta;5;Nequi;1;789391;-7250782
Batería;3;Instrumentos musicales;7673000;390000;2021;05-08-2021;Pedro Gomez;Bogotá;5;Cupón;1;460971;-7408175
Ajedrez de madera;3;Juguetes;280000;0;2020;24-12-2020;Rafael Acosta;Bogotá;5;Nequi;1;460971;-7408175
Bloques de construcción;3;Juguetes;372000;0;2021;28-01-2021;Rafael Acosta;Armenia;5;Tarjeta de crédito;6;453389;-7568111
Asistente virtual;3;Electrónicos;2100000;136000;2021;07-11-2021;Pedro Gomez;Bogotá;1;Cupón;1;460971;-7408175
Juego de mesa;3;Juguetes;2346000;107000;2023;03-01-2023;Rafael Acosta;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Pandereta;3;Instrumentos musicales;727000;21000;2020;10-05-2020;Camila Rivera;Medellín;5;Tarjeta de crédito;8;625184;-7556359
Set de ollas;3;Artículos para el hogar;1593000;67000;2023;29-01-2023;Rafael Acosta;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Lavavajillas;3;Electrodomésticos;15036000;783000;2021;19-06-2021;Lucas Olivera;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Set de ollas;3;Artículos para el hogar;1356000;76000;2020;04-10-2020;Ángel Rodriguez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Cubertería;3;Artículos para el hogar;378000;0;2023;24-03-2023;Blanca Ramirez;Bogotá;4;Tarjeta de crédito;8;460971;-7408175
Bicicleta;3;Deportes y diversión;3966000;218000;2021;11-01-2021;Pedro Gomez;Pereira;5;Tarjeta de crédito;2;481333;-7569611
TV LED UHD 4K;3;Electrónicos;15687000;839000;2022;15-10-2022;Beatriz Morales;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Mesa de centro;3;Muebles;1647000;90000;2022;22-08-2022;Ángel Rodriguez;Cali;4;Cupón;1;343722;-765225
Muñeca bebé;3;Juguetes;570000;12000;2022;26-10-2022;Santiago Silva;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Ajedrez de madera;3;Juguetes;240000;0;2022;03-12-2022;Felipe Santos;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Refrigerador;3;Electrodomésticos;17422000;910000;2022;01-01-2022;Izabela de León;Cali;5;Tarjeta de crédito;10;343722;-765225
Secadora de ropa;3;Electrodomésticos;13348000;716000;2020;19-11-2020;Ángel Rodriguez;Bogotá;3;Nequi;1;460971;-7408175
Iniciando en programación;3;Libros;514000;9000;2020;14-02-2020;Felipe Santos;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Balón de baloncesto;3;Deportes y diversión;493000;30000;2022;20-09-2022;Beatriz Morales;Bogotá;4;Nequi;1;460971;-7408175
Set de ollas;3;Artículos para el hogar;2051000;156000;2021;07-02-2021;Santiago Silva;Medellín;5;Nequi;1;625184;-7556359
Auriculares;3;Electrónicos;1208000;46000;2021;04-12-2021;Maria Alfonso;Bogotá;4;Nequi;1;460971;-7408175
Balón de voleibol;3;Deportes y diversión;570000;32000;2021;02-11-2021;Izabela de León;Leticia;1;Tarjeta de crédito;3;-421528;-6994056
Guitarra acústica;3;Instrumentos musicales;2061000;92000;2022;21-09-2022;Rafael Acosta;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Cama king;3;Muebles;6420000;324000;2022;24-12-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mesa de noche;3;Muebles;3313000;248000;2022;26-10-2022;Felipe Santos;Cali;5;Tarjeta de crédito;8;343722;-765225
Mochila;3;Deportes y diversión;902000;52000;2020;19-04-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Auriculares;3;Electrónicos;1037000;59000;2023;11-03-2023;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Vaso térmico;3;Deportes y diversión;587000;33000;2022;23-05-2022;Santiago Silva;Cali;1;Tarjeta de crédito;3;343722;-765225
Estufa;3;Electrodomésticos;10222000;526000;2022;11-06-2022;Camila Rivera;Cali;5;Tarjeta de crédito;4;343722;-765225
Cubo mágico 8x8;3;Juguetes;189000;17000;2020;11-02-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Mesa de comedor;3;Muebles;2493000;191000;2021;23-09-2021;Rafael Acosta;Bogotá;2;Tarjeta de crédito;2;460971;-7408175
Lavadora de ropa;3;Electrodomésticos;14995000;802000;2021;08-06-2021;Pedro Gomez;Medellín;1;Nequi;1;625184;-7556359
Kit de bancas;3;Muebles;2313000;105000;2020;24-12-2020;Maria Alfonso;Medellín;2;Nequi;1;625184;-7556359
Mesa de comedor;3;Muebles;1985000;110000;2022;01-02-2022;Izabela de León;Medellín;5;Tarjeta de crédito;4;625184;-7556359
Bloques de construcción;3;Juguetes;306000;27000;2020;14-06-2020;Izabela de León;Santa Marta;1;Tarjeta de crédito;10;1124079;-7419904
Cama box;3;Muebles;5430000;296000;2022;04-12-2022;Lucas Olivera;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
Muñeca bebé;3;Juguetes;569000;12000;2020;06-07-2020;Juliana Costa;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Tablet ABXY;3;Electrónicos;18060000;1022000;2020;27-12-2020;Juan Fernandez;Pereira;3;Nequi;1;481333;-7569611
Impresora;3;Electrónicos;2554000;215000;2020;03-01-2020;Rafael Acosta;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Mochila;3;Deportes y diversión;889000;29000;2020;12-06-2020;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Armario;3;Muebles;4946000;311000;2022;24-12-2022;Juan Fernandez;Leticia;2;Tarjeta de crédito;2;-421528;-6994056
Juego de mesa;3;Juguetes;1297000;76000;2020;17-06-2020;Pedro Gomez;Bucaramanga;5;Tarjeta de crédito;10;712539;-731198
Batería;3;Instrumentos musicales;7143000;362000;2021;09-02-2021;Pedro Gomez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Sillón;3;Muebles;2453000;177000;2022;27-08-2022;Pedro Gomez;Cartagena;5;Tarjeta de crédito;2;1039972;-7551444
Smartwatch;3;Electrónicos;1246000;48000;2020;17-02-2020;Maria Alfonso;Bogotá;2;Tarjeta de crédito;1;460971;-7408175
Smart TV;3;Electrónicos;13539000;726000;2022;07-01-2022;Rafael Acosta;Medellín;1;Nequi;1;625184;-7556359
Cuerda para saltar;3;Deportes y diversión;240000;0;2021;02-02-2021;Pedro Gomez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Pandereta;3;Instrumentos musicales;765000;23000;2021;24-05-2021;Felipe Santos;Bogotá;4;Nequi;1;460971;-7408175
Cama box;3;Muebles;3995000;269000;2022;07-10-2022;Ángel Rodriguez;Bogotá;4;Nequi;1;460971;-7408175
Microondas;3;Electrodomésticos;4854000;271000;2022;21-09-2022;Blanca Ramirez;Bogotá;4;Nequi;1;460971;-7408175
Iphone 15;3;Electrónicos;15180000;790000;2022;08-01-2022;Camila Rivera;Medellín;4;Tarjeta de débito;1;625184;-7556359
Armario;3;Muebles;4829000;239000;2021;18-12-2021;Ángel Rodriguez;Santa Marta;4;Tarjeta de crédito;10;1124079;-7419904
Cuerda para saltar;3;Deportes y diversión;94000;15000;2023;07-03-2023;Rafael Acosta;Cali;3;Tarjeta de crédito;1;343722;-765225
Lavavajillas;3;Electrodomésticos;12168000;630000;2020;08-10-2020;Juliana Costa;Cali;5;Nequi;1;343722;-765225
Secadora de ropa;3;Electrodomésticos;10462000;539000;2020;20-12-2020;Pedro Gomez;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Guitarra eléctrica;3;Instrumentos musicales;8785000;450000;2021;29-12-2021;Izabela de León;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Set de ollas;3;Artículos para el hogar;1352000;76000;2020;24-08-2020;Izabela de León;Manizales;5;Tarjeta de crédito;10;506889;-7551738
Balón de baloncesto;3;Deportes y diversión;621000;15000;2022;03-06-2022;Mariana Herrera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Impresora;3;Electrónicos;3292000;243000;2021;04-02-2021;Mariana Herrera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
